"ID","TOKEN","SUBMITDATE","STARTLANGUAGE","481147X1X1","481147X1X1OTHER","481147X1X2","481147X1X2OTHER","481147X1X7","481147X1X7OTHER","481147X1X3","481147X1X3COMMENT","481147X1X41","481147X1X42","481147X1X43","481147X1X44","481147X1X45","481147X1X46","481147X1X47","481147X1X48","481147X1X5","481147X1X6"
"248",,"01-01-1980 00:00:00","en","2",,,"Some areas have free wifi for staff and patients. Guest access is given for free","2",,"1","Plenty of online resources would aid patient care. Currently rely on slow 3G","7","6","5","1","2","4","3","8","TA1 5DA",
"251",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"4",,,,,,,,,,,
"252",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"1","2","5","7","6","8","3","4","Cb2 0qq","There is free wifi on the concourse downstairs but not in clinical areas."
"253",,"01-01-1980 00:00:00","en","2",,"5",,,"Patient WiFi not available","1",,,,,,,,,,"CF14",
"254",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,,,,,,,,,"TQ2 7AA","Love the fact that Torbay Hospital's is not only free for staff and patients, but that it doesn't require registration or time-out the connection or require manual intervention to re-connect when I get to work. I do have to use a secure wifi network to access hospital systems but that's okay as 90% of what I want to do on the open one I can."
"257",,"16-04-2013 15:40:00","en","2",,"1",,,,,,,,,,,,,,,
"260",,"01-01-1980 00:00:00","en","2",,"1",,,"No wifi access except in specific areas, for free funded by charity (e.g. teenage cancer ward)","3","Trust IT provides everything I need.WiFi access from personal devices isn't going to add to my ability to care for patients.","8","7","6","5","2","4","1","3","B15 2WB","There is a trust-wide WiFi network that is used for the electronic prescribing tablets, computers-on-wheels, and VOIP phones as well as the Blackberry MVS service. It is not accessible to private devices."
"261",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"1","3",,,,,,,"S10 2th","Though there is a wifi network it is not available in all areas of the hospital"
"262",,"01-01-1980 00:00:00","en","3",,"3",,,"not available","1",,"5","8","7","4","1","3","6","2","ME8 0NJ","Issue we have is that we do not own building or infrastructure - also N3 is somewhat prohibitive."
"263",,"16-04-2013 15:41:00","en","3",,"3",,,,"2",,,,,,,,,,,
"264",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,"5","8","7","6","1","2","4","3",,
"265",,"01-01-1980 00:00:00","en","2",,,"Restricted university/managers wifi",,"Case by case access for long stay patients","1","Would allow me to access information and plan treatments somewhere quiet, instead of having to battle nurses/physios for a computer at a desk in the middle of the ward where there are absolutely constant interruptions. Of course a doctor's office would be nice, but the old SHO room now belongs to a nurse.","1","3","2","7","5","6","8","4","SO","Poor access in all places worked. Feeling that doctors are not trusted to be able to do any work in sites away from the watchful gaze of nursing staff. Given the constant moving between wards covering the carnage that is ""Hospital @ night"" and the slow, broken, constantly locked with someone elses password state of trust computers wifi access on smart devices really would be helpful."
"266",,"01-01-1980 00:00:00","en","2",,"1",,,"dont have it","1","all doctors within the NHS should have a personal iPad for use for the NHS a deposit paid for the use within the length of time they work for the NHS would reduce the use of paper lists loss of sensitive data having to pay for confidential waste management","6","7","5","8","1","3","4","2","SE13 6HP","should be free for staff perhaps a small charge for patients as it is not a necessity for patients while it is for staff"
"267",,"01-01-1980 00:00:00","en","2",,"1",,,"No WiFi","1","Easy access to reference sources","1","2","3","5","7","6","8","4","G22",
"269",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,,,,,,,,,"L7 8XP",
"270",,"01-01-1980 00:00:00","en","2",,,"no access in certain buildings on hospital site, eg. library","4",,"1",,"1","2","4","3",,,,,"ex2 5dw",
"271",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"4",,,,,,,,,,,
"272",,"16-04-2013 15:41:00","en","2",,"1",,,"no wifi","4",,,,,,,,,,,
"273",,"01-01-1980 00:00:00","en","2",,"1",,,"Not available unless use their own mobile/roaming service","2","Access to more computers would be of more benefit than having wifi.",,,,,,,,,,"Way down the list of priorities for the NHS IT depts and for junior doctors.  Would be nice to have but not at the expense of anything else"
"274",,"01-01-1980 00:00:00","en",,"NISCHR CRC","1",,"4",,"1",,"1","5",,,,,,,"CF11 9LJ",
"276",,"01-01-1980 00:00:00","en","2",,"5",,,"No wifi","1",,"1","2","4","7","5","6","8","3","Ng5",
"277",,"01-01-1980 00:00:00","en","2",,"3",,,"No [atient or visitor wifi","1",,"1","4","2","8","6","7","5","3","sk10 3bl",
"278",,"01-01-1980 00:00:00","en","3",,"1",,,"no internet for the patients of our surgery but we have a web site","4","I have a mobile dongle","5","7","6","3","8","4","1","2","bn22 8JR","I would prefer to have access to WIFI  AT WORK BUT THE BOSS FEELS THAT TOO MANY OF THE  STAFF WOULD BE ACCCESSING THE INTERNET FOR OTHER ITEMS"
"279",,"16-04-2013 15:41:00","en","3",,"2",,"4",,"4",,,,,,,,,,,
"280",,"01-01-1980 00:00:00","en","1",,"1",,,"None","1",,,,,,,,,,,
"281",,"01-01-1980 00:00:00","en",,"Tertiary care","1",,"2",,"1",,"2","5","1",,,,,,"SE5 8AZ",
"282",,"01-01-1980 00:00:00","en",,"commissioning","2",,"4",,"1",,"2","3","8","1","5","7","6","4","BN",
"283",,"01-01-1980 00:00:00","en","2",,"1",,,"No wifi","1","Especially for BOYD use were trust tech has not kept up eg iPads etc","2","1","4","3",,,,,"Bs10 5nb",
"284",,"01-01-1980 00:00:00","en",,"FT acute care","2",,"4",,"2","I am based in the library - our FT offer a wi-fi network but the doctors regard it as a hassle to connect to, and so it goes unused. There's also the issue of non-trust computing devices connecting to the wi-fi - is this permissable? We would have to check with our IT services.",,,,,,,,,"DH15RD",
"285",,"01-01-1980 00:00:00","en","2",,,"WiFi but not given password.not sure if free","4",,"1",,"3","1","5","4","2","7","8","6","NG7",
"286",,"01-01-1980 00:00:00","en","2",,"2",,,"Not available to patients","2","I think there is a risk that some staff will use it to access Internet for their own personal use. Despite this it would be beneficial to access up to date research to use at the bedside. Would need monitoring.",,,,,,,,,,"In this day and age I think WiFi should be available to everyone in hospital but there should obviously be limits to what each group can access. It would also be extremely beneficial for staff to be able to have easy access to communicate between hospital, community, hospices and other care organisations. WiFi would make this communication more streamlined but does require each organisation to allow open access to their systems. I work for a hospice but provide a service to an acute hospital and the two IT systems do not link together thus time is spent inputting into both organisation's data systems. This involves me having to move from the ward over to the hospice to get access to their IT system which in fact does have WiFi.For patients and families I think WiFi access would be very helpful in particular so they can keep in touch with family and friends or make any arrangements  they need to."
"287",,"01-01-1980 00:00:00","en","2",,"1",,,"None","1",,,,,,,,,,"eh16 4sa","Essential in today's world"
"288",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1","Ability to access on line sources of evidence in a more timely manner to assist in identifying appropriate and quality care for patients",,,,,,,,,"Ng31 8dg",
"289",,"16-04-2013 15:42:00","en","2",,"1",,"1",,"1",,,,,,,,,,,
"290",,"01-01-1980 00:00:00","en","1",,,"I have installed wifi routers at my health centre, plugged into NHS net, without telling IT",,"no WIFI for patients/ visitor","1",,"1","5","2","4","3","7","6","8","sk116jl","It should be freely available for staff"
"294",,"01-01-1980 00:00:00","en","2",,"1",,,,"3",,"4","5","8","6","1","3","7","2","cf728xr","WIfi for staff is a good idea, but needs to be regulated, as it allows unapproved applications into healthcare delivery, contrary to the MHRA.  WIFI for patients, should be in designated areas only, as the use of smart phones or devices can and does interfere with medical devices operating within the 2.4ghz band. Promoting the use of smart devices whilst giving choice to the patients and enabling communication also brings with it the dangers of inapproiate use of these devices, in the recording of conversations and images. We also have experience of patients refusing timed care because they were preoccuppied with using a smart device."
"293",,"16-04-2013 15:42:00","en",,,"1",,,,"1",,,,,,,,,,,
"295",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1",,"6","8","5","7","2","4","3","1","PE219QS",
"296",,"16-04-2013 15:42:00","en","2",,,"WiFi network for hospital devices (e.g. computers on trolleys to push around), but not for general staff/patient access.",,"No WiFi for patients","1",,,,,,,,,,,
"298",,"01-01-1980 00:00:00","en","3",,"3",,"4",,"1",,,,,,,,,,"ws11 1jp",
"299",,"01-01-1980 00:00:00","en",,"Commissioning Support Unit",,"My organisation has a free WiFi network but password/key only available for use on hardware provided by organisation",,"No patients use building","1",,"1","2",,,,,,,"EC2A 2DU",
"301",,"01-01-1980 00:00:00","en","2",,"2",,,"none","2",,"1","2","3","4","6","8","5","7",,
"302",,"01-01-1980 00:00:00","en","2",,"1",,,"No pt wifi","1",,"7","5","1","4","6","8","3","2",,
"303",,"16-04-2013 15:43:00","en","2",,"2",,"4",,"1",,,,,,,,,,,
"304",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"4","It would have no effect on my patients care, because I wouldn't let it !","4","3","1","2","6","7","5","8","L35 5DR","Theres a lot of dead time ( no pun intended) which could be filled for patients and relatives. Maybe take their mind off complaining about length of wait etc"
"308",,"01-01-1980 00:00:00","en","1",,"1",,,"No access","4","Work in secure environment. No connectivity permitted!","4","5","1","2","7","3","6","8","M609AH",
"306",,"01-01-1980 00:00:00","en","2",,"1",,,"No wifi","1",,"7","6","1","5","3","4","8","2",,
"307",,"01-01-1980 00:00:00","en","2",,"2",,,"no wifi for patients visitors","1",,"5","6","7","8","1","3","2","4","ts43bw",
"309",,"16-04-2013 15:43:00","en","2",,"2",,,"None available",,,,,,,,,,,,
"310",,"01-01-1980 00:00:00","en","3",,"1",,,"none available","1","The community nurses all have toughbooks but only access to one connection point and this involves unplugging the PC. We do all have mobile 3G but it is a very poor service and frequently there is no signal","5","3","2","6","7","1","8","4","PL177JJ","I do think wifi is very important but the focus must be aimed at improving services to patients and streamlining work patterns. Patients do not like their clinicians to be looking at  a screen rather than focussing on what they sayWifi would help the team I am with to be far more productive and reduce resistance to using IT by making it far more straightforward to access."
"311",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"3","7","1","2",,,,,"CV10 7DJ","Everyone should have access, though the staff and patient networks should be different - staff need access to the intranet."
"312",,"01-01-1980 00:00:00","en","2",,"3",,,"None for patients","1","Review articles, literature searches, guidelines.",,,,,,,,,"dt1 2jy",
"313",,"01-01-1980 00:00:00","en","2",,"1",,,"None for patients","2",,,,,,,,,,,
"315",,"01-01-1980 00:00:00","en","3",,"4",,,"non","4",,"5","4","3",,,,,,"PE29 7HN",
"316",,"01-01-1980 00:00:00","en","2",,,"There is limited wifi but only for trust-based laptops/tablets etc ie nothing for general staff (or patients)",,"no wifi","2","I don't think it would improve my ability to provide good care as the trust-based mobile devices can all access wifi (not in the remoter part of the hospital ie my offices). I believe the hospital is planning to provide wifi for staff/patients - at a cost","2","3","7","6","1","8","5","4",,"If I find that a hotel I am planning to stay in in the UK or abroad does not have free WIFI I will change to a hotel that does.  WIFI is important and access to it at work is just as important."
"317",,"01-01-1980 00:00:00","en","2",,,"Secure WiFi available at HQ only. Requires work equipment to gain access using a certificate - no key available for Guests.",,"Not available","2",,,,,,,,,,"WF2 0XQ",
"318",,"01-01-1980 00:00:00","en","2",,,"free wifi at 3 sites - small proportion of overall number of sites",,"wi-fi set up currently only in admin areas for staff","1",,"1","4","3","2",,,,,"LS2 9LN","I work in corporate support services, so do not have direct knowledge about how patients might benefit from a ward setting. However, I think that overall improvements in the quality of care provided would be made with the introduction of widespread wifi. The Trust has a plan to roll out wifi acrross the organisation over the next two years. This will have enormous benefit for mobile/more flexible working and the introduction of more efficient working practices. There are a lot of restrictions around the accessibility of IT/network points etc. Time is lost in trying to find work arounds and sometimes we simply don't do things because the right IT isn't in place to facilitate it."
"319",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,"7","5","3","1","2","4","8","6","bd9 6rj",
"320",,"01-01-1980 00:00:00","en","1",,"1",,,"none","1",,"2","4","1","8",,,,,"NR29 4EW","Wifi connections are common place everywhere, except within the NHS.  It needs to be a secure wifi network with specific logins and controlled passwords by registration with the provider, which ever NHS / GP surgery holds the hub."
"323",,"01-01-1980 00:00:00","en","2",,"2",,,"None","1",,"2","1","3","5","8","4","7","6","BH15 2JB",
"324",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1",,"1",,,,,,,,"ox3 9du",
"537",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"2","1",,,,,,,"mk429dj",
"327",,"16-04-2013 15:44:00","en","2",,,"Availabl in the Clinical Library only","4",,"1",,"1","2","4","3","6","5","8","7",,
"329",,"01-01-1980 00:00:00","en","2",,"1",,,"no wifi","1",,"1","5","7","6","8","3","2","4","CA2 7HY",
"331",,"01-01-1980 00:00:00","en","2",,"3",,,"Patient/Visitors dont have access to WiFi","4",,"2","1",,,,,,,,"I am a non-medical member of staff"
"332",,"01-01-1980 00:00:00","en",,"CCG","1",,"4",,"1",,"4","1","2","3",,,,,"UB6","I think it would revolutionise working practice in primary, community care and acute care"
"536",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"4",,"7","5","8","1","4","6","2","3",,"I feel it is benificial for staff as they can access knowledge via WiFi readily and they do not require access to a computer which may not always be available/functioning properly."
"334",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,,,,,,,,,"HP21 8AL","n/a"
"335",,"01-01-1980 00:00:00","en","2",,,"Trust-specific internal wifi in development",,"nil","2",,"5","6","7","1","8","3","2","4","LS1 3EX",
"336",,"01-01-1980 00:00:00","en","2",,"1",,,"There is no wi fi","1","Being able to use hand held tablets would make documentation for patients quicker and more efficient as it could be at the patient bedside.","4","5","6","7","8","2","3","1","HA6 2RN",
"337",,"01-01-1980 00:00:00","en","2",,,"My organisation has some free WiFi network and I have the password/key to use it","4",,"2","I am an NHS Librarian, not a clinician, so cannot say for certain that it would improve patient care.",,,,,,,,,"TA1",
"338",,"01-01-1980 00:00:00","en","2",,"6",,"2",,"1","Provides on the spot access to evidence for patient care and research on laptop, when other PCs are tied up with the clinical admin side.","1","3","2","4",,,,,"SY10 7AG","Having free wireless for patients and visitors has had positive effect in that it is a good way for them to stay in touch with family as most have an ipad or laptop.  It's been useful for students on placement also who have difficulty accessing PCs on busy wards so they can look at things at the point of care rather than later in the library so they can discuss with other members of staff."
"340",,"01-01-1980 00:00:00","en",,"prison","1",,,"none","2",,,,,,,,,,"m609ah","wonderful idea but not where i work"
"341",,"01-01-1980 00:00:00","en","3",,,"Only in a very few areas, not viable",,"Not applicable, work in patient homes","1",,,,,,,,,,,"WiFi will NEVER meet all requirements. Neither will 3G/4G"
"342",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1","As a Librarian in the NHS, my work is to provide access to evidence and patient care resources at the point of need. Wi-fi would drastically improve my ability to do this as customers (i.e clinicians) will be able to open resources they need from the ward or even the patient's bedside.","1","3","2","4","8","5","6","7","TS19 8PE",
"343",,"01-01-1980 00:00:00","en","2",,,"My organisation supposedly has a network for specific NHS laptops to access but in my building no one has these laptops or any passwords/access to it. So in practicality there is no wifi.",,"Don't have patients to my sesion - our visitors oare NHS staff and students - and in effect there is currently no wifi access","4","It would not affect my patient care as working in the library I do not work directly with patients, but would mnean colleagues could demonstrate point of care resources to our customers - NHS employees.","2","3","1","4",,,,,"st4","It should be set up and be unrestricted as many of the resources that a NHS member of staff may wish to access are hosted on external sites (e.g. You Tube for literature searching training videos). It will be of little use if it is restricted to NHS intranet only. It would be good if it was freely accessible internet and then if any staff wished to access the intranet that they then need to go through a password/login page. WiFi should be considered in all new buildings - and not as a  late add on. If the NHS organisation has joint/partnership agreements with a University the wifi systems should ideally be interchangeable and accessible to all (i.e. students should be able to use the NHS wifi and vice versa) (it would be even better if it doesn't require additional logins)."
"345",,"01-01-1980 00:00:00","en","2",,"1",,,"no WiFi facility","1",,,,,,,,,,,"Very useful 1) for those who don't have access to the hospital computers 2) when there are no public computers and 3)  for those who want to attend to some work on the move will be able to use own devices any time anywhere within the premises to obtain/ provide information and to , communicate especailly in r emergencies etc."
"346",,"01-01-1980 00:00:00","en","2",,,"WiFi for access by approved hospital laptops only to gain access to hopsital network",,"No WiFi","1",,,,,,,,,,"SS0 0RY",
"348",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"5","8","1","6","7","3","4","2","WV10 0QP","Although WiFi is installed access to it is heavily restricted to encrypted devices. The current network appears to have problems with IOS and thus apple devices cannot be set-up to access WiFi. Security concerns although legitimate seriously hamper access to evidence based information as it si difficult/impossible to roll out point of care tools"
"349",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"1","2","3","4","8","6","5","7","OX3 7JX","It is not universally, widely available I believe - in my organisation it is available only in parts. I think it should be extended to improve communication networks."
"350",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,,,,,,,,,"HU3 2JZ","No, but your survey would not let me put the following in the order I wanted,. For some reason it kept putting NHSMail top.My list should have read from highest to lowest: Access knowledge resources; patient demographic data; order tests; get results of tests; access electronic medical records; email; trust Intranet; NHSmail."
"352",,"01-01-1980 00:00:00","en","2",,"3",,,"Not available","1","Would have direct access to online resources such as uptodate","5","7","6","1","8","3","4","2","WV10 0QP","The IT Services Department have so much restriction on such services that it makes it difficult to access such resources.  Medical Students have to have their personal machines incripted if they wish to use the WiFi.  Generally we don't promote that we have the service as it causes to many problems."
"355",,"01-01-1980 00:00:00","en",,"Ambulance","1",,,"wifi not available","1",,"1","2",,,,,,,"YO30 1XW","I think it should be available free to all staff and patients"
"356",,"01-01-1980 00:00:00","en",,"Commissioning Support","2",,"4",,"1",,,,,,,,,,,
"357",,"01-01-1980 00:00:00","en","2",,"2",,,"Service not available","2","No longer work in clinical area but feel wifi access would ease access to quality information resources for staff at point of care.","1","2","3",,,,,,"OL1 2JH","Staff do not have any wifi access across the trust but there is access available exclusively for medical students. The library service purchased a small number of iPads to loan (for meetings, grand rounds, study etc. ) but the IM&T department has blocked this trial. Unfortunately, I do not foresee an imminent change in trust stance on wifi access."
"358",,"01-01-1980 00:00:00","en","2",,"3",,,"No WiFi for patients and visitors","2",,,,,,,,,,"NG17 4JL","Although we have WiFi - it is patchy across the Trust - so not accessible from every clinic area.Also it takes an age to login and then it doesn't always work."
"359",,"01-01-1980 00:00:00","en","2",,"1",,,"Non patient area","1",,"1","2","4","3",,,,,"BN3 7HZ",
"360",,"01-01-1980 00:00:00","en","2",,,"Free WiFi for Trust owned/supported hardware and pay service for user owned devices.","3",,"1",,,,,,,,,,"BN2 5BE",
"361",,"01-01-1980 00:00:00","en","3",,"3",,"4",,"4",,,,,,,,,,,
"362",,"01-01-1980 00:00:00","en","2",,,"my workplace has wifi but it only supports NHS devices and is not stable",,"i think it is avaialble for a 10 minute free slot","1",,,,,,,,,,,"Wi-fi should be available throughout the NHS for staff and patients. Eduroam should be provided as it is elsewhere. A family member is on holiday on an island in Thailand and they have better wi-fi provision there than the NHS does!"
"363",,"01-01-1980 00:00:00","en","2",,"1",,,"No patient access to WiFi","4",,,,,,,,,,"TS4 3BW",
"366",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"4",,"5","1","6","7","8","2","3","4","SW10","We also have a university based in the hospital and use the wifi from there - free with password"
"365",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,,,,,,,,,,"even though it is supported in our Trust reception is poor and intermittent, we pay large sums of money on e resources locally and nationally which need to be accesssed via mobile technology, staff are happy to do this at the point of need.  from a patients/visitors perspective having contact with other people at stressful times can help recovery and avoid complaints"
"367",,"01-01-1980 00:00:00","en","2",,,"it depends on whic site I am on!","3",,"1","Better access to information at the point of care is vital for excellent care","1","2","3",,,,,,,"We need an equivalent to eduroam and universal access to free wifi for staff across the NHS estate."
"368",,"01-01-1980 00:00:00","en","2",,,"the library has free WiFi","4",,"1","i would be able to look up items on my private devices in order to help patients","1","3","4","2","5","6","7","8","SA14 8QF",
"369",,"01-01-1980 00:00:00","en","2",,,"On 2 sites there is no wifi, on another site there is wifi but only available to selected people on the network and one which is for the public (I think() which will only give you 2 hours access and on the other 2 sites I don't know","4",,"1","As most of my work is doing lit searches for clinicians, and I can't always get access to the computers, I bring my personal laptop and have to provide my personal dongle/wifi so that I can actually do my job - so realistically access to wifi that I don't have to pay for can only improve things","1","2","4","3",,,,,"E1 1BB","It would be useful for staff particularly as everyone is now expected to work cross site, and yet there are not enough computers/computer access for staff ... Realistically the NHS is trailing when it comes to technology - wifi through the Trust network shouldn't be an issue, or a problem with information governance if the IT department set it up properly, any more than any other wifi account. Having a free wifi network arrangement like some cafes do (eg MacDs or Starbucks) for patients and relatives also shouldn't be a problem, unless you are saying wifi can interfere with hospital machinery in which case ban it in those areas."
"370",,"16-04-2013 15:44:00","en","3",,"1",,"4",,"2",,,,,,,,,,,
"372",,"01-01-1980 00:00:00","en","2",,"3",,"3",,"1","the relatively inexpensive access via BT openzone is used by over 600 people every day and the cost does not appear to be a barrier",,,,,,,,,"ox3","Wi Fi is used regularly by staff, academics  and patients"
"374",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,,,,,,,,,"pe3 9gz","Would be nice to have some"
"375",,"01-01-1980 00:00:00","en","3",,"1",,,"none","1",,"8","5","4","2","1","3","7","6","yo30 7by",
"376",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"4","3","7","1","8","2","6","5",,
"377",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,,"have access on trust laptop pc in certain buildings so i can access pts details but systems in different orgsnisations primary to secondary care and vice versa dont exist"
"379",,"01-01-1980 00:00:00","en","3",,"1",,,"None","1",,"4","2","1","8","6","7","5","3","Pl4",
"534",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"2",,,,,,,,,,,
"381",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,,,,,,,,,"E9 6SR",
"382",,"01-01-1980 00:00:00","en","2",,,"My organisation has a free WiFi network on part of the site and no password is required to use it","4",,"1","I am not in a clinical role, but I am sure that wider wi-fi availability would improve care and would benefit patients and visitors","1","4",,,,,,,"E9",
"383",,"01-01-1980 00:00:00","en","2",,,"Installed but only usuable by Trust-enabled devices","4",,"1",,"1","4","3","2","5","7","8","6",,
"384",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1","Have access to WiFi specially if it would be outside NHS net restrictions, would improve the access to resources","1",,,,,,,,"Sm1 5AA",
"386",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"1","4","2","3","5","8","6","7","UB8 3NN","Would be a huge benefit for staff and students (difficult for most students to get access to trust network / pc's). Improved flexibility and mobility."
"387",,"16-04-2013 15:44:00","en","2",,"1",,,"No access","1",,,,,,,,,,,
"389",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"1","2","3",,,,,,,
"390",,"01-01-1980 00:00:00","en",,"Ambulance Service","1",,,"No patients at ambulance stations","1","Having wifi access using mobile phones/laptops at ambulance stations would mean that staff would have more of an opportunity to check things that are internal only (e.g. rotas, certain parts of our intranet, CPIs and Performance Monitoring) as at the moment there is usually only one computer per station for general staff use - this means that at busy times it is often in use","3","1","8","4","2","5","6","7","E11 1NU","often poor at hospitals/other parts of the NHS that I have visited"
"391",,"01-01-1980 00:00:00","en","2",,"4",,"4",,"1",,,,,,,,,,"SE13","Free WiFi access is available on the wards for patient related care, but need to use WiFi Spark elsewhere in the trust"
"392",,"01-01-1980 00:00:00","en",,"NHS england",,"New premises, awaitign installation of WIF then woudl hope that 1st check box woudl apply - at the moment its No WIFI but I'll give them a chance!!",,"N/A","2","N/A not in a patient environment","5","4","7","6","2","1","3","8","CM2","Secure networks shoudl be available for staff in all NHS premises.  Dont think it appropriate for the network to be avilable to patients / visitors, but could provide alternative i.e. BT openZone"
"393",,"01-01-1980 00:00:00","en","2",,,"We have WiFi installed in some buildings but access is limited to certain members of staff only.",,"No patient WiFi available","2","We have accesss to wired PCs so not sure what benefit WiFi would add.  Could be of benefit in the Library for educational/research purposes on own devices.","1","8","6","7","5","4","2","3","SE13",
"394",,"16-04-2013 15:45:00","en","2",,,"There is a wifi network but it does not cover all areas (this includes the library) and it is only possible to acces wifi if you are on a Trust laptop or device","2",,,,,,,,,,,,,
"395",,"01-01-1980 00:00:00","en","3",,"1",,"4",,"1",,,,,,,,,,"ha8","Wifi access for all NHS staff is a brilliant idea. But I do suspect the 'quality of such universal service'. When we are making a case for such a unique but important service then there are some consequences of  possibility of debates and discussions around 'collectice business interests' and 'market monoply' in IT business and corporate sector.I support this idea. But I suspect the 'quality of service' as an outcome of this effort because it can result in less dependence of Wifi services by market providers. More waste of public finances by greedy IT corporate companies.Good luck."
"396",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,,,,,,,,,,
"397",,"01-01-1980 00:00:00","en","2",,,"The Library has its own Internet access and WiFi access is provided through this in the Education Centre and doctor's mess",,"No WiFi; only in canteen with purchase","1",,"1","4","3","2",,,,,"se18 4qh","It is very ineffective to have open WiFi in one NHS organisation and yet have it restricted in others. Surely this is one protocol which should be standard across the NHS, like NHSMail."
"398",,"01-01-1980 00:00:00","en",,"NHS England","2",,"4",,"1",,"4","3","1","2",,,,,,
"400",,"01-01-1980 00:00:00","en",,"Ambulance Service","1",,,"No patients at ambulance stations","1","can get information faster, for example allow staff to view shifts without fighting for sole computer in ambulance station","3","2","4","1","8","6","7","5","N11 3DG",
"402",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"2","I'm not clinical but having trust wide free WiFi will greatly increase the number of devices that could be used in the hospital to innovate and provide better care","2","4","5","3","7","1","6","8","SW17 0QT","Some trust s have left over WiFi which is not monitored by it that can be used."
"403",,"01-01-1980 00:00:00","en","2",,"5",,"4",,"2",,"7","6","5","3","4","2","8","1","AB24",
"404",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1",,"1","3","2",,,,,,,
"405",,"01-01-1980 00:00:00","en","2",,"1",,,"No  WiFi","1","Enables access to evidence based information on the internet at point of care.","5","6","1","7","8","3","4","2","KT2 7QB","Wi-Fi would increase the availability of evidence based material - everyone generally has smart phones and/or tablets. It would be useful to have two versions, the secured (like the current internet) and the open to enable educational resources such as WebEx training and YouTube to be available for the educators."
"408",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,"6","7","5","3","1","4","8","2","UB9 6JH",
"409",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,"1","3",,,,,,,"EC1V 2PD",
"410",,"01-01-1980 00:00:00","en","2",,,"in specific places","4",,"2",,,,,,,,,,,
"411",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1","I communicate with many hospital personnel by email.  For example, I have just done a procedure that needs to be discussed at a meeting later this week.  However, I was unable to send the email from theatre as there was no phone signal.  WiFi would have helped.Also my specialty is highly evidence based and I regularly require access to large data files - mainly journals - over WiFi.","2","1","3","4","7","5","6","8","SW3 6NP","It is essential.I also just want to clarify.  My organisation has a WiFi password protected connection.  But this is useless because: a) It forgets the password and the user is forced to log in again every ten minutes b) it blocks all non-Trust emails."
"412",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"2","Does not look professional to be accessing internet at point of care. PAtients are not to know what is being looked up, be it hotmail, facebook or a professional site.","3","7","1","5","6","8","4","2","SW3 6NP","At the bedside staff shold not be accessing the internet or intranet. Patients and families should be able to access the internet if they wish but strict controls should be in place when it comes to uploading from the ward / department."
"413",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"3",,,,,,,,,,"SW3 6NP","Make it available to all staff... I have no clue to acesss wifi.."
"414",,"01-01-1980 00:00:00","en","2",,,"Guest WIFI that needs to be re-logged in for each use","2",,"1",,"4","1","2","5","7","6","3","8","SW3 6NP",
"415",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1","It does help especially if I encounter rare diseases that I am not familiar about. I do internet searches and straight away information is readily available for your own reference.","1","7","6","5","8","3","2","4","SW3","We are provided with trust internet guest access and the only annoyance is, it does  log you off over a short period of time so continuous login is not permissible and you have to get the logins again if you want to connect. The trust has its own wifi access which is not for guest that continuously log you in whilst you are in the premises and it would be great if this is provided to the staff!"
